car,price,body,miles,engV,engType,registration,year,model,drive,Age
Nissan,15656.589,crossover,0,1.6,Petrol,yes,2016,Juke,front,3
Opel,6700,sedan,335,2.5,Gas,yes,1998,Omega,rear,21
Tesla,159600,sedan,7,NA,Other,yes,2016,Model S,rear,3
Peugeot,6000,sedan,171,2,Petrol,yes,2006,407,front,13
Nissan,6700,sedan,80,1.8,Petrol,yes,2003,Primera,front,16
Lexus,15000,sedan,147,2.5,Other,yes,2007,IS 250,rear,12
Land Rover,99000,crossover,50,4.4,Diesel,yes,2013,Range Rover,full,6
Mercedes-Benz,6999,sedan,288,3.2,Gas,yes,2001,E-Class,rear,18
Land Rover,52000,crossover,70,4.4,Diesel,yes,2012,Range Rover,full,7
Porsche,60000,other,11,3.8,Petrol,yes,2010,911,rear,9
Mercedes-Benz,72700,van,42,2.2,Diesel,yes,2014,V 250,full,5
Opel,4200,sedan,290,2,Petrol,yes,1997,Omega,rear,22
Mazda,6800,hatch,208,2,Petrol,yes,2003,6,front,16
Mercedes-Benz,13500,sedan,317,5,Petrol,yes,2001,S 500,rear,18
Volkswagen,11000,vagon,210,1.9,Diesel,yes,2008,Touran,front,11
Subaru,17000,crossover,28,2,Petrol,yes,2010,Forester,full,9
Toyota,39000,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full,10
Mercedes-Benz,53500,crossover,46,5.5,Petrol,yes,2008,G 500,full,11
Toyota,28999,sedan,86,3.5,Petrol,yes,2013,Camry,front,6
Honda,13700,sedan,120,3.5,Petrol,yes,2008,Accord,front,11
BMW,42000,sedan,5,2,Petrol,yes,2016,520,rear,3
Subaru,12200,other,103,2,Diesel,yes,2009,Legacy,full,10
Hyundai,25600,crossover,94,2,Diesel,yes,2013,IX35,full,6
Volkswagen,12000,sedan,186,3.2,Petrol,yes,2006,Passat B6,full,13
Subaru,9700,crossover,230,2.5,Gas,yes,2006,Forester,full,13
Chevrolet,8800,sedan,110,1.6,Gas,yes,2013,Lacetti,full,6
Volkswagen,8900,other,180,1.9,Diesel,yes,2010,Caddy груз.,front,9
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full,3
BMW,75555,sedan,30,4.4,Petrol,yes,2014,550,full,5
Land Rover,95555,crossover,60,4.4,Diesel,yes,2014,Range Rover,full,5
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear,3
Opel,10950,sedan,44,1.6,Gas,yes,2012,Astra H,front,7
Mazda,2800,hatch,100,2,Petrol,yes,1992,626,front,27
Subaru,8400,sedan,170,3,Petrol,yes,2004,Legacy,full,15
Toyota,12900,sedan,177,2.4,Gas,yes,2009,Camry,front,10
Toyota,8900,sedan,115,1.6,Petrol,yes,2008,Corolla,front,11
Ford,2500,sedan,313,1.6,Petrol,yes,1993,Mondeo,front,26
Renault,9500,vagon,78,1.5,Diesel,yes,2014,Kangoo груз.,front,5
Opel,6800,vagon,170,1.3,Diesel,yes,2006,Astra H,front,13
BMW,26999,crossover,180,4.8,Gas,yes,2008,X5,full,11
Toyota,27700,sedan,21,2.5,Petrol,yes,2015,Camry,front,4
Subaru,29500,crossover,0,2.5,Petrol,yes,2015,Forester,full,4
Renault,5300,van,145,1.5,Other,yes,2010,Kangoo груз.,front,9
Toyota,9100,sedan,151,1.6,Gas,yes,2007,Corolla,front,12
Subaru,14300,crossover,110,2.5,Petrol,yes,2008,Forester,full,11
Ford,14999,crossover,79,2.5,Petrol,yes,2013,Kuga,full,6
BMW,6500,sedan,298,2.5,Petrol,yes,1998,523,rear,21
Renault,6600,van,134,1.5,Diesel,yes,2011,Kangoo груз.,front,8
Chevrolet,5450,sedan,242,1.6,Gas,yes,2004,Lacetti,front,15
Audi,23800,crossover,205,4.2,Gas,yes,2007,Q7,full,12
Toyota,20859.15,crossover,1,2,Petrol,yes,2016,Rav 4,front,3
Volkswagen,33700,van,11,1.4,Petrol,yes,2016,Touran,front,3
Volkswagen,13000,sedan,140,2,Petrol,yes,2006,Jetta,front,13
Nissan,13300,crossover,127,3.5,Gas,yes,2007,Murano,full,12
Land Rover,44000,crossover,99,5,Petrol,yes,2010,Range Rover,full,9
Hyundai,39900,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,3
Volkswagen,19000,sedan,109,1.8,Petrol,yes,2012,Passat B7,front,7
Ford,7200,hatch,114,1.4,Gas,yes,2009,Focus,front,10
Lexus,19999,crossover,142,3.5,Gas,yes,2008,RX 350,full,11
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front,4
BMW,2200,sedan,303,2.5,Diesel,no,1999,525,rear,20
BMW,3100,vagon,1,2,Diesel,no,2002,320,rear,17
Toyota,35500,crossover,165,4,Gas,yes,2011,Land Cruiser Prado,full,8
Kia,11200,sedan,60,1.6,Petrol,yes,2012,Rio,front,7
BMW,0,crossover,5,3,Diesel,yes,2016,X6,full,3
Smart,8800,other,26,1,Petrol,yes,2011,Fortwo,rear,8
Mitsubishi,8000,crossover,220,2.4,Gas,yes,2004,Outlander,full,15
Chevrolet,7800,vagon,142,1.8,Gas,yes,2010,Lacetti,front,9
Skoda,8500,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front,11
Volkswagen,13499,sedan,162,1.4,Petrol,yes,2012,Passat B7,front,7
Volkswagen,11500,other,189,2,Diesel,yes,2011,Caddy груз.,front,8
Hyundai,37400,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,3
Renault,10999,van,207,2,Diesel,yes,2012,Trafic груз.,front,7
Mercedes-Benz,3500,van,395,2.3,Diesel,no,1997,Vito пасс.,front,22
Peugeot,17895.15,hatch,0,1.6,Diesel,yes,2016,308,front,3
Honda,13950,sedan,143,2,Petrol,yes,2008,Accord,rear,11
Mercedes-Benz,43500,sedan,59,4.6,Petrol,yes,2011,S 500,full,8
Hyundai,18900,crossover,145,2,Gas,yes,2011,IX35,full,8
Chery,3500,sedan,83,1.6,Petrol,yes,2008,Amulet,front,11
Lexus,0,crossover,22,4.5,Diesel,yes,2016,LX 450,full,3
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full,11
BMW,0,sedan,240,2.8,Gas,yes,1997,528,rear,22
Hyundai,10800,crossover,142,2,Diesel,yes,2007,Tucson,full,12
Audi,4850,sedan,270,2.6,Petrol,yes,1995,A6,front,24
Mercedes-Benz,7900,other,206,2.2,Diesel,yes,2004,Vito пасс.,rear,15
Infiniti,33800,crossover,44,3.7,Petrol,yes,2012,FX 37,full,7
Ford,8900,sedan,117,2,Petrol,yes,2008,Mondeo,front,11
Honda,9850,sedan,140,2,Petrol,yes,2006,Accord,front,13
Nissan,14500,crossover,151,2.5,Diesel,yes,2006,Pathfinder,full,13
BMW,13700,crossover,270,4.6,Gas,yes,2004,X5,full,15
BMW,2900,vagon,236,2,Diesel,no,2001,320,rear,18
Volkswagen,8500,other,200,1.6,Diesel,yes,2011,Caddy груз.,front,8
Mazda,13500,crossover,69,NA,Petrol,yes,2008,CX-7,full,11
Honda,4800,sedan,1,1.6,Petrol,yes,1999,Civic,front,20
Mercedes-Benz,13600,van,190,2.2,Diesel,yes,2009,Vito пасс.,rear,10
Land Rover,53500,crossover,57,3,Diesel,yes,2013,Range Rover Sport,full,6
Nissan,16600,crossover,83,2,Petrol,yes,2013,X-Trail,full,6
Nissan,12300,sedan,115,2.5,Petrol,yes,2009,Teana,front,10
Smart,2300,hatch,91,0.6,Petrol,no,2002,Fortwo,rear,17
Lexus,74777,crossover,63,5.7,Gas,yes,2012,LX 570,full,7
Mitsubishi,9500,crossover,225,2.4,Gas,yes,2004,Outlander,full,15
Daewoo,3650,sedan,64,1.4,Petrol,yes,2008,Lanos,front,11
Hyundai,16300,crossover,125,2.7,Gas,yes,2007,Santa FE,full,12
Ford,12000,hatch,44,1,Petrol,yes,2013,Focus,front,6
Toyota,3700,hatch,282,1.4,Petrol,yes,1995,Corolla,front,24
Hyundai,10800,crossover,106,2,Gas,yes,2007,Tucson,full,12
BMW,10999,sedan,225,3,Diesel,yes,2003,530,rear,16
Mercedes-Benz,0,crossover,63,5.5,Petrol,yes,2011,GL 550,full,8
Land Rover,85900,crossover,60,3,Diesel,yes,2013,Range Rover Sport,full,6
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full,7
Renault,7899,van,129,1.5,Other,yes,2014,Kangoo груз.,front,5
Toyota,11700,sedan,131,2.4,Petrol,yes,2007,Camry,front,12
Volkswagen,14500,sedan,1,1.6,Other,yes,2016,Polo,front,3
Mercedes-Benz,15300,other,120,2.6,Petrol,yes,2004,CLK 240,rear,15
Mercedes-Benz,35500,crossover,99,5,Gas,yes,2005,G 63 AMG,full,14
BMW,6500,sedan,335,2.8,Petrol,yes,1996,528,rear,23
Mercedes-Benz,44000,other,82,5.5,Petrol,yes,2010,S 500,full,9
Mercedes-Benz,12000,van,177,NA,Diesel,yes,2013,Vito груз.,rear,6
Ford,10400,hatch,45,1,Petrol,yes,2013,Focus,front,6
VAZ,0,sedan,13,1.6,Petrol,yes,2012,2115,front,7
Nissan,18000,hatch,45,NA,Other,yes,2013,Leaf,front,6
Nissan,12500,crossover,107,2,Gas,yes,2008,Qashqai,full,11
BMW,32500,crossover,152,3,Diesel,yes,2008,X5,full,11
Toyota,24000,crossover,73,4,Petrol,yes,2008,Land Cruiser Prado,full,11
Audi,29602.95,sedan,1,1.4,Petrol,yes,2016,A4,front,3
Volkswagen,13500,van,124,2,Diesel,yes,2013,T5 (Transporter) груз,front,6
Toyota,15500,crossover,146,2.4,Gas,yes,2008,Rav 4,full,11
BMW,15000,other,205,NA,Petrol,yes,2004,530,rear,15
Volvo,23880,sedan,127,3,Petrol,yes,2011,S80,full,8
BMW,13900,crossover,184,3,Gas,yes,2004,X5,full,15
Nissan,15500,hatch,41,NA,Other,yes,2014,Leaf,full,5
Mercedes-Benz,250000,other,6,5.5,Petrol,yes,2016,S 63 AMG,full,3
Nissan,15000,hatch,22,NA,Other,yes,2014,Leaf,front,5
Toyota,19800,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full,17
Mercedes-Benz,249999,other,3,5.5,Petrol,yes,2016,S 63 AMG,full,3
Porsche,18500,crossover,200,3.2,Gas,yes,2005,Cayenne,full,14
Subaru,10900,crossover,160,3,Petrol,yes,2006,Tribeca,full,13
Volkswagen,0,van,146,2.5,Diesel,yes,2009,T5 (Transporter) пасс.,full,10
Bentley,55555,other,45,6,Petrol,yes,2005,Continental,full,14
VAZ,3300,sedan,200,1.5,Gas,yes,2004,2115,front,15
BMW,11400,sedan,206,3,Petrol,yes,2003,530,rear,16
Ford,10066.485,hatch,1,1.25,Petrol,yes,2015,Fiesta,front,4
Toyota,20800,sedan,49,3.5,Petrol,yes,2011,Camry,front,8
Renault,6300,van,73,1.5,Diesel,yes,2008,Kangoo пасс.,front,11
Mitsubishi,2600,other,200,2.4,Petrol,no,2002,Lancer,front,17
Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front,4
SsangYong,11400,crossover,153,NA,Diesel,yes,2010,Kyron,full,9
Toyota,18400,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full,16
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full,4
Hyundai,11200,crossover,78,2,Petrol,yes,2009,Tucson,full,10
Audi,20500,sedan,155,3,Petrol,yes,2010,A6,full,9
Hyundai,13800,other,57,1.6,Petrol,yes,2012,Elantra,front,7
Mercedes-Benz,16800,other,266,3,Diesel,yes,2007,E-Class,rear,12
Volkswagen,37900,crossover,73,3,Diesel,yes,2012,Touareg,full,7
Volkswagen,8700,other,520,2.5,Diesel,yes,1999,T4 (Transporter) пасс.,front,20
Mercedes-Benz,15200,sedan,195,3,Diesel,yes,2007,E-Class,rear,12
Audi,2650,vagon,270,2.5,Diesel,no,2001,A6,front,18
Toyota,14500,sedan,127,2.4,Gas,yes,2008,Camry,front,11
Ford,5700,hatch,190,1.2,Petrol,yes,2008,Fiesta,front,11
BMW,13500,sedan,233,3,Diesel,yes,2003,530,rear,16
Mercedes-Benz,31900,sedan,97,2.2,Diesel,yes,2011,E-Class,rear,8
Mercedes-Benz,11800,sedan,167,3.2,Diesel,yes,2003,E-Class,rear,16
Audi,6399,vagon,230,2.5,Diesel,yes,1999,A6,front,20
Skoda,8800,sedan,140,1.8,Petrol,yes,2007,Superb,front,12
Audi,3800,sedan,270,2.5,Diesel,no,2000,A6,front,19
Mercedes-Benz,39900,crossover,127,5.5,Petrol,yes,2010,GL 550,full,9
Porsche,49900,crossover,73,3,Diesel,yes,2011,Cayenne,full,8
Porsche,50900,crossover,53,3.6,Petrol,yes,2013,Cayenne,full,6
Volvo,10200,sedan,143,2.4,Other,yes,2006,S80,front,13
Mitsubishi,11700,crossover,197,3,Gas,yes,2006,Pajero Sport,full,13
Ford,1250,hatch,250,2,Petrol,yes,1986,Scorpio,rear,33
Volkswagen,20600,sedan,107,1.8,Petrol,yes,2012,Passat CC,front,7
Mercedes-Benz,9200,sedan,172,2.8,Petrol,yes,1997,E-Class,rear,22
Mercedes-Benz,26800,vagon,160,2.2,Diesel,yes,2014,E-Class,rear,5
Land Rover,26700,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full,11
Volkswagen,25999,sedan,60,1.8,Petrol,yes,2014,Passat B7,front,5
Volkswagen,7600,van,158,2,Diesel,yes,2009,Caddy груз.,front,10
Hyundai,9300,sedan,90,1.6,Petrol,yes,2011,Elantra,front,8
Mercedes-Benz,140000,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full,6
Skoda,5200,vagon,175,1.4,Petrol,yes,2004,Fabia,front,15
Ford,19000,sedan,21,2,Petrol,yes,2012,Mondeo,front,7
BMW,21500,other,72,3,Petrol,yes,2007,Z4,rear,12
Toyota,24800,crossover,90,4,Petrol,yes,2008,FJ Cruiser,full,11
Mercedes-Benz,46700,sedan,115,5.5,Petrol,yes,2011,S 500,full,8
Subaru,9999,sedan,76,2,Petrol,yes,2008,Legacy,full,11
Ford,19500,hatch,35,2.3,Petrol,yes,2013,Mondeo,front,6
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full,3
Toyota,37600,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full,11
Kia,18700,other,87,2.2,Diesel,yes,2010,Sorento,full,9
BMW,2450,sedan,328,2.5,Diesel,no,1996,525,rear,23
Skoda,12300,other,102,1.8,Petrol,yes,2010,Octavia A5,front,9
Volkswagen,19900,other,112,2,Petrol,yes,2012,Passat CC,front,7
Porsche,16900,crossover,120,3.2,Petrol,yes,2005,Cayenne,full,14
Volkswagen,20900,sedan,82,2,Diesel,yes,2012,Passat B7,front,7
Hyundai,10500,crossover,120,2.7,Petrol,yes,2006,Tucson,full,13
BMW,17900,other,98,3,Petrol,yes,2007,Z4,rear,12
Toyota,19000,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full,18
Audi,55000,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full,6
Mercedes-Benz,124999,crossover,0,3,Diesel,yes,2016,GLS 350,full,3
Bentley,222222,other,0,6,Petrol,yes,2015,Continental,full,4
Renault,7499,van,123,1.5,Diesel,yes,2009,Kangoo пасс.,front,10
Volkswagen,6500,vagon,101,2,Diesel,yes,2011,Passat B6,front,8
Honda,10999,sedan,130,1.8,Petrol,yes,2007,Civic,front,12
Subaru,13000,crossover,110,3,Petrol,yes,2006,Tribeca,full,13
Volkswagen,0,van,207,2,Diesel,yes,2012,T5 (Transporter) груз,front,7
Hyundai,28888,crossover,20,2.2,Diesel,yes,2013,Santa FE,full,6
Volkswagen,0,van,239,2,Diesel,yes,2012,T5 (Transporter) пасс.,front,7
Mercedes-Benz,21000,crossover,135,3.5,Petrol,yes,2007,ML 350,full,12
Mercedes-Benz,39900,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear,12
Mercedes-Benz,11000,sedan,319,2.2,Diesel,yes,2003,220,rear,16
Mercedes-Benz,12700,van,160,3,Diesel,yes,2007,Vito пасс.,rear,12
Nissan,15861,hatch,29,NA,Other,yes,2014,Leaf,front,5
Renault,6400,van,136,1.5,Diesel,yes,2012,Kangoo груз.,front,7
Chevrolet,4450,crossover,164,1.7,Other,yes,2006,Niva,full,13
Skoda,3300,sedan,234,1.8,Petrol,no,2002,Superb,front,17
Renault,2700,other,160,2,Petrol,no,2001,Megane,front,18
Toyota,16000,crossover,250,4.7,Gas,yes,2001,Land Cruiser 100,full,18
Audi,0,crossover,1,3,Diesel,yes,2016,A6 Allroad,full,3
Opel,12800,van,190,1.7,Diesel,yes,2011,Zafira,front,8
Hyundai,27768.975,crossover,1,2.2,Diesel,yes,2015,Santa FE,front,4
Toyota,37500,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,full,11
Nissan,21303.75,crossover,1,2,Petrol,yes,2015,Qashqai,front,4
BMW,39600,crossover,98,3,Petrol,yes,2011,X6,full,8
Ford,0,sedan,200,2.5,Diesel,yes,1996,Scorpio,rear,23
Nissan,14673,hatch,34,NA,Other,yes,2013,Leaf,front,6
Kia,19600,crossover,80,2,Gas,yes,2013,Sportage,full,6
Chevrolet,8900,sedan,58,2,Petrol,yes,2012,Epica,front,7
BMW,30500,sedan,630,NA,Petrol,yes,2010,523,rear,9
BMW,29500,sedan,850,NA,Petrol,yes,2011,523,rear,8
Nissan,14500,crossover,740,2,Petrol,yes,2008,X-Trail,full,11
VAZ,3350,sedan,154,1.6,Gas,yes,2008,21099,front,11
Hyundai,11999,sedan,162,2.2,Diesel,yes,2006,Santa FE,full,13
Chevrolet,4999,sedan,135,1.5,Gas,yes,2008,Aveo,front,11
Volkswagen,2450,sedan,200,1.3,Gas,yes,1991,Jetta,front,28
Toyota,11999,sedan,139,3.5,Petrol,yes,2008,Camry,front,11
Mercedes-Benz,39900,sedan,84,5.5,Petrol,yes,2011,S 500,full,8
Nissan,14246,hatch,42,NA,Other,yes,2013,Leaf,front,6
Chevrolet,6300,hatch,81,1.6,Petrol,yes,2009,Lacetti,front,10
Volkswagen,12000,van,196,2,Diesel,yes,2011,T5 (Transporter) груз,front,8
BMW,33000,sedan,147,3,Diesel,yes,2009,730,rear,10
Hyundai,15999,crossover,87,2.4,Gas,yes,2011,Santa FE,full,8
Skoda,15800,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front,6
Skoda,3400,hatch,220,1.9,Diesel,no,2002,Octavia,front,17
BMW,49900,other,82,3,Petrol,yes,2012,640,rear,7
Hyundai,12333,crossover,78,2,Petrol,yes,2009,Tucson,full,10
Skoda,15500,vagon,112,1.8,Petrol,yes,2011,Superb,front,8
Volkswagen,9200,sedan,195,2,Petrol,yes,2006,Passat B6,front,13
Skoda,9100,sedan,170,1.6,Petrol,yes,2007,Octavia A5,front,12
Ford,15999,sedan,67,2,Petrol,yes,2011,Mondeo,front,8
Nissan,11800,crossover,140,2,Petrol,yes,2009,Qashqai,full,10
Volkswagen,3000,sedan,240,1.8,Petrol,yes,1991,Jetta,front,28
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full,5
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full,11
Chevrolet,5200,sedan,11,NA,Petrol,yes,2007,Aveo,front,12
Volkswagen,10800,other,146,1.6,Diesel,yes,2012,Caddy,front,7
BMW,16800,crossover,250,3,Diesel,yes,2004,X5,full,15
Land Rover,19500,crossover,169,4.2,Gas,yes,2007,Range Rover Sport,full,12
Opel,15500,van,180,2,Diesel,yes,2010,Vivaro пасс.,front,9
VAZ,2900,sedan,84,1.6,Petrol,yes,2007,21099,front,12
Skoda,17900,sedan,57,1.4,Petrol,yes,2012,Superb,front,7
BMW,23999,crossover,194,3,Petrol,yes,2007,X5,full,12
Nissan,115916.4825,other,1,3.8,Petrol,yes,2016,GT-R,full,3
Mercedes-Benz,69900,sedan,76,6,Petrol,yes,2010,S 500,rear,9
Porsche,79900,sedan,29,3,Petrol,yes,2014,Panamera,full,5
VAZ,3600,sedan,35,1.5,Petrol,yes,2009,2107,rear,10
Opel,7500,sedan,107,1.4,Petrol,yes,2007,Astra G,front,12
Skoda,12300,sedan,102,1.6,Petrol,yes,2012,Octavia A5,front,7
Hyundai,10200,sedan,59,1.4,Petrol,yes,2012,Accent,front,7
Nissan,15658,hatch,49,NA,Other,yes,2013,Leaf,front,6
Hyundai,9550,crossover,138,2,Gas,yes,2007,Tucson,front,12
Volkswagen,9850,van,126,2,Diesel,yes,2012,Caddy груз.,front,7
Opel,1850,hatch,316,2,Diesel,no,1999,Astra G,front,20
Volkswagen,19500,sedan,128,1.8,Petrol,yes,2013,Passat B7,front,6
Honda,5200,other,200,1.7,Gas,yes,2002,Civic,front,17
Honda,4000,hatch,260,1.5,Petrol,yes,1999,Civic,front,20
Mercedes-Benz,29000,crossover,139,3.5,Gas,yes,2009,ML 350,full,10
Volkswagen,15000,other,280,2.8,Diesel,yes,2006,LT пасс.,rear,13
Toyota,10700,sedan,57,1.3,Petrol,yes,2010,Corolla,front,9
Renault,0,van,159,1.5,Diesel,yes,2011,Kangoo груз.,front,8
Audi,0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full,6
Porsche,51000,crossover,52,3,Diesel,yes,2013,Cayenne,full,6
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,full,4
Ford,13000,other,200,4.6,Gas,yes,1994,Mustang GT,rear,25
Toyota,164500,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200,full,4
Volkswagen,0,van,124,1.6,Diesel,yes,2013,Caddy груз.,front,6
Mitsubishi,18700,crossover,97,3.2,Diesel,yes,2009,Pajero Wagon,full,10
Nissan,94500,other,18,3.8,Petrol,yes,2014,GT-R,full,5
Audi,16999,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,full,12
Land Rover,92000,crossover,0,5,Petrol,yes,2015,Range Rover Sport,full,4
Volkswagen,0,other,142,2.5,Diesel,yes,2007,Multivan,full,12
Mitsubishi,5900,sedan,170,1.6,Petrol,yes,2007,Lancer,front,12
ZAZ,5950,hatch,12,1.5,Petrol,yes,2015,Lanos,front,4
Nissan,19800,hatch,33,NA,Other,yes,2014,Leaf,front,5
Nissan,15444,hatch,61,NA,Other,yes,2013,Leaf,front,6
Hyundai,14900,sedan,74,2.4,Gas,yes,2012,Sonata,front,7
Nissan,12850,hatch,30,NA,Other,yes,2011,Leaf,front,8
Mitsubishi,9300,sedan,95,2,Petrol,yes,2008,Lancer X,front,11
Toyota,19500,crossover,150,4,Petrol,yes,2005,Land Cruiser Prado,full,14
Citroen,19000,sedan,123,1.6,Petrol,yes,2013,DS5,front,6
Lexus,43800,crossover,85,5.7,Gas,yes,2009,LX 570,full,10
Mercedes-Benz,32000,crossover,96,3.5,Petrol,yes,2010,ML 350,full,9
Toyota,10500,sedan,185,1.6,Petrol,yes,2008,Corolla,front,11
Hyundai,33500,sedan,0,2.4,Petrol,yes,2016,Sonata,front,3
Opel,4600,vagon,180,1.6,Petrol,yes,2000,Astra G,front,19
Chevrolet,5200,sedan,126,1.5,Gas,yes,2007,Aveo,front,12
Lexus,54500,crossover,118,5.7,Petrol,yes,2010,LX 570,full,9
Renault,2150,vagon,199,1.9,Diesel,no,2003,Laguna,front,16
BMW,1650,sedan,270,1.8,Petrol,no,1995,318,rear,24
BMW,3150,sedan,200,2,Diesel,no,1999,320,rear,20
Mercedes-Benz,45555,sedan,42,3,Diesel,yes,2011,S 350,rear,8
Volkswagen,16000,crossover,90,2,Petrol,yes,2011,Tiguan,full,8
Hyundai,21900,sedan,110,3,Petrol,yes,2012,Grandeur,front,7
Volkswagen,9555,van,152,1.6,Diesel,yes,2012,Caddy груз.,front,7
Volkswagen,10777,van,157,1.6,Diesel,yes,2012,Caddy груз.,front,7
Toyota,0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,full,3
Volkswagen,11000,vagon,171,1.9,Diesel,yes,2009,Golf Variant,front,10
Audi,0,vagon,0,3,Diesel,yes,2016,A6 Allroad,full,3
Nissan,94900,other,18,3.8,Petrol,yes,2013,GT-R,full,6
Volkswagen,12700,hatch,156,1.6,Diesel,yes,2011,Golf VI,front,8
Daewoo,2750,sedan,147,1.3,Petrol,yes,2003,Sens,front,16
BMW,99999,other,0,3,Petrol,yes,2016,640,full,3
VAZ,3100,sedan,160,1.5,Petrol,yes,2006,21099,front,13
Renault,4200,sedan,310,1.4,Petrol,yes,2003,Symbol,front,16
Volkswagen,17777,van,250,2,Diesel,yes,2010,T6 (Transporter) пасс.,full,9
Mercedes-Benz,3799,sedan,210,2,Petrol,yes,1995,200,rear,24
Nissan,16238,hatch,27,NA,Other,yes,2013,Leaf,front,6
Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016,GLS 350,full,3
Ford,3050,sedan,260,1.6,Gas,yes,1994,Mondeo,front,25
Dodge,16000,other,138,5.7,Gas,yes,2006,RAM,full,13
Mercedes-Benz,14600,van,217,2.2,Diesel,yes,2012,Vito груз.,rear,7
Audi,7750,sedan,259,3,Diesel,no,2005,A6,full,14
BMW,16500,other,122,2.2,Petrol,yes,2005,520,rear,14
BMW,12600,sedan,219,3.6,Petrol,yes,2002,735,rear,17
Lexus,26900,crossover,161,4.7,Petrol,yes,2006,LX 470,full,13
BMW,3100,sedan,315,2.5,Diesel,no,1998,525,rear,21
Hyundai,20300,crossover,67,2,Diesel,yes,2012,IX35,full,7
Hyundai,20300,crossover,55,2,Diesel,yes,2012,IX35,full,7
Suzuki,10999,crossover,128,2,Gas,yes,2007,Grand Vitara,full,12
Renault,5900,van,250,1.9,Diesel,yes,2005,Trafic груз.,front,14
Lexus,15300,sedan,107,2.5,Petrol,yes,2007,IS 250,rear,12
Nissan,18888,crossover,116,5.6,Gas,yes,2007,Armada,full,12
VAZ,5450,sedan,67,1.6,Petrol,yes,2013,2170,front,6
Nissan,27694.134,crossover,1,1.6,Diesel,yes,2016,X-Trail,front,3
Volkswagen,8999,vagon,161,2,Diesel,yes,2008,Passat B6,front,11
BMW,20500,crossover,73,2,Petrol,yes,2011,X1,rear,8
Toyota,11800,sedan,189,2.4,Gas,yes,2007,Camry,front,12
Volkswagen,12800,vagon,167,1.6,Diesel,yes,2011,Golf Variant,front,8
VAZ,3350,hatch,190,1.6,Gas,yes,2008,2114,front,11
Subaru,12000,crossover,135,2.5,Petrol,yes,2008,Forester,full,11
Mercedes-Benz,24500,sedan,222,5.5,Petrol,yes,2005,S 550,rear,14
Kia,7850,hatch,87,1.6,Petrol,yes,2008,Ceed,front,11
BMW,5000,sedan,400,2.5,Petrol,yes,1991,525,rear,28
Lexus,16999,sedan,149,3.5,Petrol,yes,2007,GS 350,full,12
Mazda,21340.8,sedan,1,2,Petrol,yes,2015,6,front,4
Audi,25500,vagon,181,3,Petrol,yes,2009,A6 Allroad,full,10
Nissan,25000,hatch,2,NA,Other,yes,2015,Leaf,front,4
BMW,8200,sedan,210,3.5,Petrol,yes,1999,735,rear,20
Mercedes-Benz,11200,sedan,280,2.2,Diesel,yes,2005,E-Class,rear,14
Ford,7200,hatch,163,1.6,Petrol,yes,2005,C-Max,front,14
Lexus,115500,crossover,2,4.5,Diesel,yes,2016,LX 570,full,3
Mazda,12000,sedan,70,2,Petrol,yes,2008,6,front,11
BMW,37000,sedan,130,3,Petrol,yes,2011,535,full,8
Toyota,16800,crossover,165,2.7,Petrol,yes,2005,Land Cruiser Prado,full,14
Nissan,15000,crossover,23,2,Petrol,yes,2010,Qashqai,front,9
Nissan,16700,hatch,39,NA,Other,yes,2015,Leaf,front,4
BMW,3300,sedan,250,3,Diesel,no,2000,530,rear,19
Porsche,23999,crossover,119,4.8,Petrol,yes,2008,Cayenne,full,11
Fiat,6300,van,217,1.9,Diesel,yes,2005,Doblo пасс.,front,14
